message,label
cancer mother fucker all your bastards family,Insults and Flaming
hah bro everythink what you can say its ****** familly?,Insults and Flaming
last shell,Non-Toxic
gg,Non-Toxic
and just for you will know firstly I wasnt talking an ??out you achi... but know I know both of you are morons,Non-Toxic
CAP,Non-Toxic
fastly cap,Non-Toxic
6k..,Non-Toxic
maybe..,Non-Toxic
nice,Non-Toxic
so good man.,Non-Toxic
sgj,Non-Toxic
jagtiger,Non-Toxic
gj,Non-Toxic
i ask for help,Non-Toxic
becouse they come from other side,Non-Toxic
gj guys,Non-Toxic
all one side,Non-Toxic
SAME PAJACE,Non-Toxic
daj spokoj,Non-Toxic
zeby arty nie bronic,Non-Toxic
zenada w chuj,Non-Toxic
An enemy has spotted me at C5.,Non-Toxic
jeszcze t54 zespotowany byl wczesniej wiec widac ze jedzie i chuj nawet jeden sie nie ruszyl,Non-Toxic
zajebiscie,Non-Toxic
t43 spott,Non-Toxic
An enemy has spotted me at C6.,Non-Toxic
SPOT T43,Non-Toxic
t95 noob,Insults and Flaming
total idiot,Insults and Flaming
SPOT CENTURION,Non-Toxic
LADNIE KURWA,Insults and Flaming
JA BYM ICH POZABIJAL ALE SAM NIC NIEZROBIE,Non-Toxic
juz dawno przegralismy,Non-Toxic
1250 hp idiot arty,Insults and Flaming
yes idiot arty :),Insults and Flaming
An enemy has spotted me at D3.,Non-Toxic
why all go one side and left arty ??,Insults and Flaming
GG BOTS,Insults and Flaming
noobs,Insults and Flaming
gooo morons,Insults and Flaming
immer hinten sch??n rum pimmeln niceee,Other Offensive Texts
ammo racked and driver dead,Non-Toxic
great spot ebr,Non-Toxic
arty there,Non-Toxic
spot,Non-Toxic
no cap,Non-Toxic
scout wtf are you playing this mode,Insults and Flaming
Im Spotted at J4!,Non-Toxic
fking laggs,Other Offensive Texts
fkkkkkkk,Non-Toxic
spg first,Non-Toxic
ht more dangerous,Non-Toxic
shoot 56 tp,Non-Toxic
let's go,Non-Toxic
1 more,Non-Toxic
kkkk,Non-Toxic
:),Non-Toxic
cap,Non-Toxic
cap,Non-Toxic
nvm,Non-Toxic
gg,Non-Toxic
right even,Non-Toxic
even go,Non-Toxic
little bit pls,Non-Toxic
wait,Non-Toxic
ok,Non-Toxic
Im Spotted at E9!,Non-Toxic
***,Non-Toxic
zzzzzzzzzzzdshptvp??,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
irgenwelche affen an bord?,Insults and Flaming
5x ep... mehr muss man net sagen,Non-Toxic
bananen gibts nur f??r nen sieg,Hate and Harassment
su hinren im buschw,Non-Toxic
gg,Non-Toxic
"emer1998 (CS-44), you are blocking my target!",Non-Toxic
t34-goooooo,Non-Toxic
H1 T,Non-Toxic
T34-1 go to H1,Non-Toxic
t34-1 report,Non-Toxic
all report stupid T34-1,Insults and Flaming
report,Non-Toxic
go for arty,Non-Toxic
ASSHOLES !!!!!,Insults and Flaming
gg,Non-Toxic
Love Ur Neibhor! and his wife!,Hate and Harassment
I GO E 0,Non-Toxic
fook the wife,Non-Toxic
kill the neighbout,Threats
D:,Non-Toxic
doh yeah,Non-Toxic
oh teah,Non-Toxic
cant type,Non-Toxic
kill spelling,Non-Toxic
muppet heavies,Insults and Flaming
what a bunch of muppets,Insults and Flaming
www,Non-Toxic
good try,Non-Toxic
not dead?,Non-Toxic
damn,Non-Toxic
bitch,Insults and Flaming
wtf..stay on,Other Offensive Texts
bc help cap,Non-Toxic
2 to,Non-Toxic
2 on,Non-Toxic
&lt;3,Non-Toxic
arty get on,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
glhf,Non-Toxic
lol idiot,Insults and Flaming
cccc,Non-Toxic
omg,Non-Toxic
omg,Non-Toxic
omg hahahaha wg xd,Non-Toxic
mo xd wg rikoset game hahahaha xd wg,Non-Toxic
hahahaha no blok demi hahahahaha wg best softver game retard mod,Insults and Flaming
softver citer mod wg best 15-5 game,Non-Toxic
idiots,Insults and Flaming
gg,Non-Toxic
wp,Non-Toxic
i win you the match,Non-Toxic
gg,Non-Toxic
let me,Non-Toxic
go,Non-Toxic
or nvm,Non-Toxic
I felt that,Non-Toxic
gg,Non-Toxic
spot pls,Non-Toxic
THANK YOU TEAM,Non-Toxic
nice scorpion blind depp,Non-Toxic
idioti,Insults and Flaming
spoter ***,Hate and Harassment
wxd,Non-Toxic
wielkopolska gurom,Non-Toxic
xddd,Non-Toxic
gdzie ***,Hate and Harassment
w jakim miescie,Non-Toxic
w dupie,Insults and Flaming
poznan,Non-Toxic
a to 150km,Non-Toxic
do ciebie mam,Non-Toxic
ja wawa,Non-Toxic
Good luck team,Non-Toxic
Lets take the base early,Non-Toxic
screw it,Non-Toxic
Geeze,Non-Toxic
no cap,Non-Toxic
lets gooo,Non-Toxic
...,Non-Toxic
DOH,Non-Toxic
suck\,Insults and Flaming
yes I do,Non-Toxic
kurwo,Non-Toxic
kurwa,Non-Toxic
sry,Non-Toxic
COB CAN YOU SPOT THAT JAG,Non-Toxic
bc,Non-Toxic
5 he left,Non-Toxic
woops,Non-Toxic
e 25,Non-Toxic
let them push,Non-Toxic
skorp can you go around and get shots on the t29,Non-Toxic
gsor,Non-Toxic
Gsor might be a bot,Non-Toxic
they are in base,Non-Toxic
spotted,Non-Toxic
skorp and smv move up everyone go at the same time,Non-Toxic
they are in back of their base,Non-Toxic
go for kills,Non-Toxic
gogogo,Non-Toxic
nice gjgj,Non-Toxic
lol FGJ,Non-Toxic
thx,Non-Toxic
wtf kv4,Non-Toxic
gg,Non-Toxic
"Phantom198 (M4A1), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
m6 your bot,Insults and Flaming
gg super hellcat,Non-Toxic
hgg,Non-Toxic
panther stay on point,Non-Toxic
dont look,Non-Toxic
they can come from behind,Non-Toxic
panther and i we play the time,Non-Toxic
fuck rng last shot dont pen,Insults and Flaming
behind u tiger,Non-Toxic
noo helcat spot you,Non-Toxic
go there,Non-Toxic
go there its realy better for fight,Non-Toxic
i say it,Non-Toxic
...,Non-Toxic
jesus\,Non-Toxic
Im Spotted at C3!,Non-Toxic
Im Spotted at C3!,Non-Toxic
Im Spotted at C2!,Non-Toxic
Im Spotted at C3!,Non-Toxic
Im Spotted at C3!,Non-Toxic
SORRY,Non-Toxic
268 moved,Non-Toxic
rhm spot,Non-Toxic
over here,Non-Toxic
NS,Non-Toxic
fu wg,Insults and Flaming
dude,Non-Toxic
why the fuck,Non-Toxic
is -6,Non-Toxic
block ass,Insults and Flaming
both,Non-Toxic
both there,Non-Toxic
lol,Non-Toxic
lol fucker,Other Offensive Texts
gg,Non-Toxic
2,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
is6 unistall,Insults and Flaming
mongols,Hate and Harassment
"VK, platoon?",Non-Toxic
ANIMALS,Insults and Flaming
DIGGA WEILLST DU MICH VERARSCHEN,Non-Toxic
bruh,Non-Toxic
Засвет в квадрате D0!!!,Non-Toxic
Засвет в квадрате C0!!!,Non-Toxic
Засвет в квадрате A0!!!,Non-Toxic
Засвет в квадрате B0!!!,Non-Toxic
Засвет в квадрате A0!!!,Non-Toxic
Засвет в квадрате A0!!!,Non-Toxic
gg ez,Non-Toxic
help,Non-Toxic
Spotted at E6!,Non-Toxic
mum jej,Non-Toxic
ns,Non-Toxic
Spotted at E6!,Non-Toxic
ffs,Other Offensive Texts
"Hellcat, where?",Non-Toxic
Rudy u gotta do this,Non-Toxic
He has full hp :D,Non-Toxic
lite 4 arty,Non-Toxic
keep it lit stay alive,Non-Toxic
he is goin to our arty,Non-Toxic
i think,Non-Toxic
Well yea,Non-Toxic
good guess but we don't know :D,Non-Toxic
he has hp full so arty needs to do it,Non-Toxic
fire arty,Non-Toxic
don't cap,Non-Toxic
no he will be on him if he caps,Non-Toxic
no cap,Non-Toxic
dont show yer asss Rudy,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
Spotted at E5!,Non-Toxic
t10..,Non-Toxic
wtf,Non-Toxic
go idiot,Insults and Flaming
what a coward shit,Insults and Flaming
retarded noob in t54 mod 11,Insults and Flaming
mod 1*,Non-Toxic
i go spot,Non-Toxic
spot,Non-Toxic
sorry boys,Non-Toxic
ty kv5,Non-Toxic
hide more dude,Non-Toxic
retards,Insults and Flaming
elc go and kill arty,Non-Toxic
backl,Non-Toxic
elc go and cap,Non-Toxic
ELC??? why?,Non-Toxic
simply cap,Non-Toxic
shit wg all shots missed,Insults and Flaming
one shpt,Non-Toxic
shot,Non-Toxic
go,Non-Toxic
gg,Non-Toxic
scout pls sit in majic bush 1 line,Non-Toxic
ty,Non-Toxic
7k spotting is yours,Non-Toxic
lol nice,Non-Toxic
?,Non-Toxic
obj 140 on hill,Non-Toxic
rhm,Non-Toxic
VZ do not sit behind me,Non-Toxic
"Hill, push on up",Non-Toxic
e50,Non-Toxic
LEO HE him,Non-Toxic
GG,Non-Toxic
nice spoters,Non-Toxic
shut up pro,Non-Toxic
gg Iron Arnie,Non-Toxic
ja rozumie byc slabym graczem ale zeby miec 20k i 300 wn8 to juz przesada,Non-Toxic
?,Non-Toxic
i can spot,Non-Toxic
i hgave encouted optioc,Non-Toxic
75***,Non-Toxic
xd,Non-Toxic
Rip,Non-Toxic
ffs,Other Offensive Texts
gl hf all :)7,Non-Toxic
where you going t100,Non-Toxic
o7,Non-Toxic
o7,Non-Toxic
ns,Non-Toxic
ns,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
wow arty,Non-Toxic
"sorry, I had to",Non-Toxic
go up to the hill,Non-Toxic
go up and kill that cunt,Insults and Flaming
omg,Non-Toxic
ну олух,Non-Toxic
кто,Non-Toxic
heavy ??,Non-Toxic
Im Spotted at F9!,Non-Toxic
Im Spotted at D7!,Non-Toxic
go slow luchs,Non-Toxic
stay alive,Non-Toxic
p43 go,Non-Toxic
fak off bot,Insults and Flaming
wrong target noob,Insults and Flaming
go spot moron,Insults and Flaming
do your JOB,Non-Toxic
spot yourself autist,Hate and Harassment
yeah with turretless td....,Non-Toxic
what a retard,Insults and Flaming
who cares,Non-Toxic
churchill GO !!!!!!!!!!!!!!!!,Non-Toxic
church go cap,Non-Toxic
cap cap cap,Non-Toxic
so they move,Non-Toxic
gg t78,Non-Toxic
good,Non-Toxic
were was emil ?,Non-Toxic
gga,Non-Toxic
e50,Non-Toxic
Leo what do you support from there?,Non-Toxic
move closer and support yor team,Non-Toxic
Leo go and support !!!,Non-Toxic
Little late now Leo,Non-Toxic
that Leo was utterly shit,Insults and Flaming
gg,Non-Toxic
Im Spotted at F6!,Non-Toxic
dogs,Insults and Flaming
0 help,Other Offensive Texts
dog,Non-Toxic
team,Non-Toxic
gg,Non-Toxic
"Les fr??res d'armes [L_F_A] recrutent.Clan francophone, nous cultivons un ??tat d'esprit ouvert.Pas d'obligations, de la bonne humeur,.me MP",Non-Toxic
team de cretin,Non-Toxic
Im Spotted at C5!,Non-Toxic
"Une saloperie me vois, je suis spot Bordel D4!",Non-Toxic
"Une saloperie me vois, je suis spot Bordel D4!",Non-Toxic
Im Spotted at E5!,Non-Toxic
Im Spotted at E5!,Non-Toxic
"Une saloperie me vois, je suis spot Bordel D4!",Non-Toxic
Im Spotted at E5!,Non-Toxic
"Une saloperie me vois, je suis spot Bordel G3!",Non-Toxic
Im Spotted at G5!,Non-Toxic
Im Spotted at K5!,Non-Toxic
traffic jam blocked enter hill,Non-Toxic
hallo,Non-Toxic
"nobody left ??????????????,no spot ???????",Non-Toxic
cobra,Non-Toxic
go for leopard,Non-Toxic
move,Non-Toxic
he is on city,Non-Toxic
we won i guess,Non-Toxic
gg,Non-Toxic
fkkkkkkk,Other Offensive Texts
spg first,Non-Toxic
ht more dangerous,Non-Toxic
shoot 56 tp,Non-Toxic
let's go,Non-Toxic
1 more,Non-Toxic
kkkk,Non-Toxic
:),Non-Toxic
cap,Non-Toxic
cap,Non-Toxic
nvm,Non-Toxic
retard elc,Insults and Flaming
today is the day when idiots play again?,Insults and Flaming
both lights total mongols,Hate and Harassment
lets go?,Non-Toxic
no no stay,Non-Toxic
nice,Non-Toxic
no,Non-Toxic
grats,Non-Toxic
wait,Non-Toxic
sniper medium tank will try to snipe from a distance,Non-Toxic
imma head out,Non-Toxic
the m60 pens me with heat almost every time so i cant do much rn,Non-Toxic
Im Spotted at A3!,Non-Toxic
jpe,Non-Toxic
armor not hit on bchat,Non-Toxic
Im Spotted at A4!,Non-Toxic
where from strv,Non-Toxic
there,Non-Toxic
ty,Non-Toxic
Im Spotted at A6!,Non-Toxic
Im Spotted at A7!,Non-Toxic
Im Spotted at A9!,Non-Toxic
bruha,Non-Toxic
idiot cobra,Hate and Harassment
pks win,Non-Toxic
:) FV,Non-Toxic
gg,Non-Toxic
9 k dmg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
who0le circle!!!,Non-Toxic
gg,Non-Toxic
report obj 780,Non-Toxic
y?,Non-Toxic
sniping from the back like the trash player he is,Insults and Flaming
def a bot,Insults and Flaming
he could just be a bad player who dosent know what hes doing dont report him,Other Offensive Texts
"nah, report him",Non-Toxic
if hes trash he shouldnt be playing tier 10s,Insults and Flaming
"me sucks! Brought to you by slow ignorant developers, enjoy your game.",Other Offensive Texts
what if when u started people wanted to report u bc ur bad,Other Offensive Texts
"not my problem, Im not bad",Non-Toxic
but u used to be,Non-Toxic
******** like him is why this game is dieing,Other Offensive Texts
no its bc people spam gold,Non-Toxic
LMAO,Non-Toxic
report him cobra,Non-Toxic
lmao now hes moving away from the fight,Other Offensive Texts
what a bad team LMAO,Insults and Flaming
thanks E4 for 3 moe,Insults and Flaming
ffs,Other Offensive Texts
gg,Non-Toxic
:),Non-Toxic
pls,Non-Toxic
got me,Non-Toxic
10k,Non-Toxic
ok,Non-Toxic
hahaha,Non-Toxic
lets ignore everything and RUSH AND KILL THERI ARTA!,Non-Toxic
arta MUST SUFFER!,Non-Toxic
I like it,Non-Toxic
dont stop,Non-Toxic
we 3 rush thier arty,Non-Toxic
good sheri :D,Non-Toxic
EZ,Non-Toxic
Im Spotted at A8!,Non-Toxic
Im Spotted at A8!,Non-Toxic
Im Spotted at B6!,Non-Toxic
Im Spotted at A4!,Non-Toxic
Im Spotted at B2!,Non-Toxic
spoters do nothing,Other Offensive Texts
EBR go spot H8,Non-Toxic
"our TD's have all easy 2,5k dmg now",Non-Toxic
our Chieftain have 4k dmg now,Non-Toxic
EBR 105 please don't spot you ****,Insults and Flaming
EBR 105 reported for AFK/BOT,Non-Toxic
lord idiot,Insults and Flaming
nice the Noob in EBR is die,Insults and Flaming
Chieftain reported for AFK/BOT too,Non-Toxic
gg,Non-Toxic
gj 279-keep hiding,Non-Toxic
guraj lijevo jebo vam isus mater vise glupavu,Hate and Harassment
report 279 IDIOT,Insults and Flaming
campers,Non-Toxic
jebem ti mater 279 u picku,Insults and Flaming
da ti je jebem botovsku,Other Offensive Texts
dont help 279,Non-Toxic
sgj 279,Non-Toxic
gj,Non-Toxic
gg,Non-Toxic
not 279,Non-Toxic
xd,Non-Toxic
he was the special one,Non-Toxic
Арта (G.W. Tiger) отстрелялась! По мне :(,Non-Toxic
thanks tl-1,Non-Toxic
Moro,Non-Toxic
heij,Non-Toxic
next noob team....,Insults and Flaming
air bobs?,Non-Toxic
x vidos..,Non-Toxic
XVM knows best in most matches,Non-Toxic
leopard move,Non-Toxic
move E75,Non-Toxic
An enemy has spotted me at A5.,Non-Toxic
ei vittu mik?? tiimi..,Insults and Flaming
"as i said, one side is down and we have lost",Other Offensive Texts
eka t???? oma samanlainen vaunu puski tohon samaan kohtaan..,Non-Toxic
"T??ss?? ei riitt??ny gun depressio, silti otti artikutia..",Non-Toxic
"Ja grindivaunu, ei parasta tykki??..",Non-Toxic
fucking lucker around the corner shot lol,Non-Toxic
"T10 2 as bin rush , e 75 SNIPe IN BASA",Insults and Flaming
take out their arty,Non-Toxic
motherfucker,Other Offensive Texts
leo go go not camp idiot,Insults and Flaming
gj GW,Non-Toxic
let arties do the work guys,Non-Toxic
"careful jus don die, spot",Non-Toxic
we can win this,Non-Toxic
reported PA,Non-Toxic
careful guys please,Non-Toxic
nice one,Non-Toxic
"osom ea maybe play like e75 Stay in basa an shoot farm ,boost win 8",Non-Toxic
stay alive 13 90,Non-Toxic
wt eny tank,Non-Toxic
they i,Non-Toxic
they will come jus wait in good positions,Non-Toxic
don get caught in the open,Non-Toxic
we have view range on our side,Non-Toxic
nice,Non-Toxic
cap strv ?,Non-Toxic
amx cap maybe?,Non-Toxic
nice,Non-Toxic
nice wp guys,Non-Toxic
we cannot hit the T30 if he stays behind that rock,Non-Toxic
yeah amx n strv should go together,Non-Toxic
fire man,Non-Toxic
oh fuck lol,Other Offensive Texts
no fire extinguisher?,Non-Toxic
move GW,Non-Toxic
in a tier 9 ? :/,Non-Toxic
naw apot fack,Non-Toxic
bt probably no time,Non-Toxic
bring yourself in a better fire position,Non-Toxic
with no armer? fire extingwisher?,Non-Toxic
1 minute guys,Non-Toxic
sry try,Non-Toxic
damn he chose a good spot,Non-Toxic
draw :/,Non-Toxic
nice try guys,Non-Toxic
yep,Non-Toxic
nice,Non-Toxic
pozdrav,Non-Toxic
wtf,Other Offensive Texts
Засвет в квадрате J0!!!,Non-Toxic
move you fucktards,Non-Toxic
leo good play,Non-Toxic
thank you &lt;3,Non-Toxic
sxz,Non-Toxic
cover may ass,Non-Toxic
idiot team,Insults and Flaming
gg,Non-Toxic
leo disco,Non-Toxic
a??ufteler,Insults and Flaming
a??ufte b??t??n tak??m,Insults and Flaming
thx,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
good luck amx,Non-Toxic
fck,Non-Toxic
sorry,Non-Toxic
wtf faggots,Hate and Harassment
how in the world we lose this,Non-Toxic
hill!!,Non-Toxic
fck off buldog,Insults and Flaming
nice,Non-Toxic
wtfffffffffff,Non-Toxic
imagine camp with t95 on redline,Non-Toxic
kys omg,Threats
wow,Non-Toxic
somebody flank,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
Im Spotted at H0!,Non-Toxic
Im Spotted at G0!,Non-Toxic
Im Spotted at G0!,Non-Toxic
Im Spotted at E0!,Non-Toxic
t30 and schwar pls fu ur mom 2 pussy,Hate and Harassment
Im Spotted at A8!,Non-Toxic
gg,Non-Toxic
t49??,Non-Toxic
spottet,Non-Toxic
ihr arschgefickten dummen schei?? bots,Insults and Flaming
was los ?,Non-Toxic
cap fast,Non-Toxic
cap,Non-Toxic
to slow,Non-Toxic
cs59 delet game bot,Insults and Flaming
high tier nice :),Non-Toxic
poop on them,Non-Toxic
going to need some help up here lol,Non-Toxic
2 girls 1 cup,Non-Toxic
i can do it by myself i thk,Non-Toxic
suck less pls,Insults and Flaming
shoot its turret,Non-Toxic
220 turret,Non-Toxic
the arty,Non-Toxic
gg,Non-Toxic
go,Non-Toxic
spot???,Non-Toxic
glhf,Non-Toxic
gg,Non-Toxic
...,Non-Toxic
cheater trash,Insults and Flaming
40% mm,Non-Toxic
Im Spotted at J7!,Non-Toxic
Im Spotted at J7!,Non-Toxic
Im Spotted at H7!,Non-Toxic
Im Spotted at G6!,Non-Toxic
i lost my armor in garage... sorry,Non-Toxic
..,Non-Toxic
gg,Non-Toxic
JAJAJAJAJJAAJAJ,Non-Toxic
slt,Non-Toxic
FUCK MY rng,Other Offensive Texts
CANT HIT SHIT,Non-Toxic
flanc l'ouest mes amis,Non-Toxic
detuire les capitaliste americain,Hate and Harassment
avec plaisir,Non-Toxic
allons-y,Non-Toxic
crush all fasciste americain,Hate and Harassment
shut ya mouth,Insults and Flaming
flanc l'ouest camarade communistes,Hate and Harassment
hush americain ****,Hate and Harassment
and then find a suggon,Non-Toxic
you hush nigerian fuck,Hate and Harassment
vive le communisme,Non-Toxic
nigerians are anglaise colonie...non francais,Non-Toxic
**** you ****,Other Offensive Texts
SUGGON DEEZ NUTS,Insults and Flaming
XD,Non-Toxic
mort aux les capitalistes,Non-Toxic
crush americain,Hate and Harassment
antyone else find it weird that all commies tend to be the rainbow crew?,Hate and Harassment
speak english ****,Hate and Harassment
anglaise are fascistes,Extremism
actrually germans spaniards and italians are *******,Hate and Harassment
all fascistes,Hate and Harassment
except our communiste espagnol,Hate and Harassment
"russian, chginese, south asian and portughese",Hate and Harassment
carro you can be banned for pushing moi,Non-Toxic
you italian *******,Hate and Harassment
o my bad,Non-Toxic
sorry,Non-Toxic
it was lag,Non-Toxic
bro,Non-Toxic
**** you,Insults and Flaming
chiilll,Non-Toxic
you are **** italien,Hate and Harassment
yeah.....laggg....,Non-Toxic
move to front you *****,Insults and Flaming
italien ********,Hate and Harassment
dont try that **** again carro,Non-Toxic
remove each americain as told,Non-Toxic
i get pushed by americain **** at times..you just got caught /,Non-Toxic
"all run, we win'",Non-Toxic
arty cap,Non-Toxic
arty run to cap,Non-Toxic
arty learn how to run,Non-Toxic
FV platoon me,Non-Toxic
gg,Non-Toxic
left side,Non-Toxic
lefh,Non-Toxic
grille,Non-Toxic
holy *** I just switched from a *** dell laptop to a gaming PC and this game looks EPIC,Non-Toxic
e25 come here,Non-Toxic
lights help,Non-Toxic
lights??,Non-Toxic
nice food bro,Non-Toxic
2 full clip pens,Non-Toxic
im moist,Non-Toxic
3,Non-Toxic
stupid e100,Non-Toxic
ho ri,Non-Toxic
k,Non-Toxic
jp make safe ur shot please,Non-Toxic
"MENCARI (Jg.Pz. E 100), you are blocking my target!",Non-Toxic
i spot,Non-Toxic
shoot here,Non-Toxic
come back here,Non-Toxic
move closer so you can shoot these,Non-Toxic
Im Spotted at B0!,Non-Toxic
Im Spotted at A8!,Non-Toxic
stand back,Non-Toxic
Im Spotted at A2!,Non-Toxic
Stupid Bouresques - both of them,Insults and Flaming
more time,Non-Toxic
or not,Non-Toxic
Im Spotted at A6!,Non-Toxic
Im Spotted at A6!,Non-Toxic
Im Spotted at A6!,Non-Toxic
verdammte dreckshurensoehne,Insults and Flaming
THX FOR NOT HELP MOTHERFUCKERTEAM,Insults and Flaming
nice,Non-Toxic
gj,Non-Toxic
why do you come here with no camo?,Non-Toxic
ty morons,Insults and Flaming
gg,Non-Toxic
Im Spotted at F8!,Non-Toxic
Im Spotted at G8!,Non-Toxic
Im Spotted at G9!,Non-Toxic
worst map for this shit tank,Insults and Flaming
playing the KV 2 with the 107 mm is sacrilege,Non-Toxic
dumbasss,Insults and Flaming
let's let them come down the hill,Non-Toxic
I love it when Kv-2's dnt aim,Non-Toxic
and hit,Non-Toxic
and pen,Non-Toxic
its just grabd,Non-Toxic
ruski bias,Non-Toxic
against a ruski...,Non-Toxic
their MT-25 seems to be having a good time,Non-Toxic
and thats how you do that,Non-Toxic
lol,Non-Toxic
now we have the light advantage ... I hope,Non-Toxic
oh still a type 64 on their side,Non-Toxic
2 KV-2 on hill with crap view range and not spotters,Non-Toxic
ya spotting the hil im guessing,Non-Toxic
su is in range,Non-Toxic
tracers,Non-Toxic
"well, if our lights and even hellcat could spot for us..we could rush in and take them out.",Non-Toxic
yessir,Non-Toxic
just wait heavies,Non-Toxic
waiting 90 secs,Non-Toxic
ns,Non-Toxic
yep,Non-Toxic
for repair kit..then i go down,Non-Toxic
the side..,Non-Toxic
to dip..but the only challeng is the arties,Non-Toxic
no wait for our sp[otter,Non-Toxic
flank left you to,Non-Toxic
2,Non-Toxic
our KV2 has ADD,Non-Toxic
lol,Non-Toxic
b rdy kv2,Non-Toxic
yep,Non-Toxic
gj,Non-Toxic
...,Non-Toxic
could not even pen the arty???,Non-Toxic
like wtf,Other Offensive Texts
spg,Non-Toxic
"its happens, rng",Non-Toxic
hellcat...be in position to spot..,Other Offensive Texts
t21,Non-Toxic
T21...MOVE up,Non-Toxic
move,Non-Toxic
move up,Non-Toxic
to help,Non-Toxic
piece of trash t21,Insults and Flaming
"By pressuring that side, the T21 would stop the SU100 from helping the KV2",Non-Toxic
but the village idiot doesn't realize that,Non-Toxic
Hellcat..when the KV,Non-Toxic
go,Non-Toxic
